timestamp,source_ip,destination_ip,source_port,destination_port,protocol,packet_count,byte_count,duration,attack_category
2024-01-01 0:00:46,226.224.166.70,205.10.211.79,10868,21367,UDP,811,42739,0.33,Probe
2024-01-01 0:00:47,205.24.25.142,50.104.228.254,59463,7721,TCP,890,14945,3.48,Analysis
2024-01-01 0:00:48,159.195.220.113,0.81.145.123,59989,1314,TCP,684,6518,5.37,Analysis
2024-01-01 0:00:49,1.222.127.183,82.229.125.114,52787,3205,TCP,962,58959,7.87,r2l
2024-01-01 0:00:50,171.234.167.16,209.0.92.110,62229,31896,UDP,71,24460,8.31,Exploits
2024-01-01 0:00:51,212.175.155.117,198.16.58.131,10914,45268,ICMP,333,63885,9.34,Normal
2024-01-01 0:00:52,255.30.216.45,33.57.151.134,49278,50643,TCP,854,58307,7.48,Exploits
2024-01-01 0:00:53,46.80.71.198,159.14.53.99,32355,35214,TCP,607,43060,2.67,DoS
2024-01-01 0:00:54,74.36.114.42,144.214.226.104,18302,13861,TCP,23,91758,3.38,DoS
2024-01-01 0:00:55,107.172.37.4,202.145.36.205,10112,19328,TCP,292,67222,1.94,u2r
2024-01-01 0:00:56,184.171.225.244,238.227.8.19,50387,20847,UDP,946,61583,0.51,Reconnaissance
2024-01-01 0:00:57,181.48.2.181,209.50.69.179,38934,52675,UDP,502,53438,2.15,Normal
2024-01-01 0:00:58,188.125.121.106,126.169.79.235,34810,13519,ICMP,704,94155,4.4,Shellcode
2024-01-01 0:00:59,63.211.27.110,67.10.208.22,46024,55407,ICMP,486,89981,5.13,Shellcode
2024-01-01 0:01:00,247.1.135.64,42.249.184.38,41925,16514,ICMP,816,20882,2.26,Fuzzers
2024-01-01 0:01:01,111.204.11.157,3.17.137.42,4172,18641,UDP,25,21455,4.17,Worms
2024-01-01 0:01:02,225.66.191.93,23.26.134.209,25830,42533,UDP,186,30063,8.5,DoS
2024-01-01 0:01:03,183.75.241.14,119.65.60.177,5176,23399,UDP,453,12859,6.88,Reconnaissance
2024-01-01 0:01:04,103.236.12.239,164.97.222.232,51318,54782,TCP,602,74375,6.43,Shellcode
2024-01-01 0:01:05,194.47.41.178,111.112.242.87,2552,10691,ICMP,866,48848,8.94,Exploits
2024-01-01 0:01:06,203.88.168.87,85.183.49.229,1351,44433,TCP,441,41104,3.67,Worms
2024-01-01 0:01:07,63.198.97.202,210.22.10.116,58330,21503,ICMP,414,31078,6.93,Shellcode
2024-01-01 0:01:08,54.96.47.95,183.148.16.8,39986,7762,ICMP,70,99881,4.12,DoS
2024-01-01 0:01:09,138.161.60.220,181.72.68.30,1925,8266,ICMP,612,90572,8.49,Backdoor
2024-01-01 0:01:10,30.7.29.170,243.250.46.83,54342,62951,ICMP,733,36296,6.54,Analysis
2024-01-01 0:01:11,28.204.237.191,14.200.39.7,41371,5486,TCP,837,11723,0.69,Fuzzers
2024-01-01 0:01:12,214.122.190.4,239.52.107.10,34316,9039,ICMP,283,40479,3.83,Fuzzers
2024-01-01 0:01:13,196.76.142.199,68.84.51.200,15282,38717,UDP,109,79263,6.89,DoS
2024-01-01 0:01:14,163.254.204.38,89.104.203.6,61730,43865,TCP,419,63917,5.25,Shellcode
2024-01-01 0:01:15,14.201.145.173,54.78.219.210,39799,36325,ICMP,475,69541,0.18,DoS
2024-01-01 0:01:16,76.105.228.200,171.238.57.209,30728,48814,UDP,910,61195,6.89,Normal
2024-01-01 0:01:17,64.216.224.141,25.1.133.53,39024,45240,TCP,90,26426,1.31,Reconnaissance
2024-01-01 0:01:18,146.206.187.49,48.0.74.126,47131,16952,UDP,768,40575,8.66,Shellcode
2024-01-01 0:01:19,189.234.133.176,133.131.216.66,34197,28319,ICMP,488,14990,6.07,Analysis
2024-01-01 0:01:20,194.84.151.93,14.200.44.150,22432,6746,UDP,364,63833,9.54,Backdoor
2024-01-01 0:01:21,182.89.100.122,153.118.83.95,36286,39845,TCP,825,74995,5.64,DoS
2024-01-01 0:01:22,17.243.231.145,75.115.185.77,22506,57652,UDP,473,70996,8.19,Probe
2024-01-01 0:01:23,102.124.23.63,158.27.168.72,7950,37247,TCP,50,42898,5.61,Exploits
2024-01-01 0:01:24,161.201.0.239,230.94.224.74,22519,23499,TCP,838,72785,3.18,Normal
2024-01-01 0:01:25,109.60.46.215,58.24.13.50,65381,5119,TCP,49,16089,2,Backdoor
2024-01-01 0:01:26,247.32.187.227,113.226.179.239,6280,53522,ICMP,431,95687,2.57,DoS
2024-01-01 0:01:27,186.112.199.90,79.210.89.62,35195,24668,ICMP,702,47517,8.86,DoS
2024-01-01 0:01:28,7.24.18.182,51.3.141.226,53275,16929,UDP,389,42267,4.91,Reconnaissance
2024-01-01 0:01:29,61.210.61.15,250.146.141.239,22760,42809,UDP,71,50405,4.53,Normal
2024-01-01 0:01:30,18.182.1.238,24.151.65.142,5856,52170,TCP,730,1274,8.32,Fuzzers
2024-01-01 0:01:31,238.206.4.11,7.59.151.225,20674,32220,UDP,803,42709,5.58,Exploits
2024-01-01 0:01:32,179.198.60.139,58.42.130.118,6416,64780,TCP,591,45410,6.83,DoS
2024-01-01 0:01:33,248.196.84.164,16.191.63.237,20765,48020,ICMP,278,83642,0.96,Probe
2024-01-01 0:01:34,16.199.135.210,248.244.138.209,24329,15902,ICMP,250,3165,3.29,Shellcode
2024-01-01 0:01:35,185.138.85.185,77.207.177.68,24266,32145,UDP,320,82763,5.45,Analysis
2024-01-01 0:01:36,194.4.111.0,135.9.167.147,49631,18477,ICMP,86,9699,9.67,u2r
2024-01-01 0:01:37,214.130.143.228,143.142.68.225,60628,4486,ICMP,483,39364,6.72,Fuzzers
2024-01-01 0:01:38,168.8.20.142,118.80.143.148,17398,925,TCP,303,89095,8.53,Normal
2024-01-01 0:01:39,149.92.98.121,192.155.191.64,15885,56934,ICMP,956,30209,0.15,r2l
2024-01-01 0:01:40,33.59.52.148,34.122.194.21,65372,17009,ICMP,738,16799,4.7,Reconnaissance
2024-01-01 0:01:41,9.152.105.41,89.18.94.127,17831,29625,UDP,750,28308,9.71,Exploits
2024-01-01 0:01:42,64.171.221.245,224.185.238.157,32090,49080,ICMP,507,33679,6.78,Probe
2024-01-01 0:01:43,213.138.89.141,180.237.216.179,7987,24060,ICMP,584,44866,8.9,Probe
2024-01-01 0:01:44,8.199.180.148,220.254.66.246,36523,15350,TCP,757,14437,4.31,r2l
2024-01-01 0:01:45,131.154.146.252,97.65.87.132,10346,20924,ICMP,859,95220,5.06,Backdoor
2024-01-01 0:01:46,220.172.239.202,167.143.12.131,22153,51873,ICMP,680,92484,1.93,Shellcode
2024-01-01 0:01:47,137.53.38.7,229.129.127.24,45248,36078,TCP,841,69240,8.66,r2l
2024-01-01 0:01:48,229.171.134.157,89.37.45.28,21757,12868,TCP,783,2719,5.45,Reconnaissance
2024-01-01 0:01:49,169.195.223.130,206.239.121.202,7718,2708,TCP,968,2911,7.38,Worms
2024-01-01 0:01:50,52.69.112.173,28.217.207.217,6527,17449,ICMP,750,48164,1.78,Shellcode
2024-01-01 0:01:51,86.41.167.239,201.43.40.114,39430,48950,UDP,532,25369,3.75,Reconnaissance
2024-01-01 0:01:52,230.113.56.64,249.20.74.150,52294,26883,UDP,569,90156,3.9,Backdoor
2024-01-01 0:01:53,26.195.217.12,19.86.222.7,58888,481,UDP,473,14300,1.12,Normal
2024-01-01 0:01:54,239.47.63.9,151.149.131.204,42984,6535,TCP,911,14256,9.72,r2l
2024-01-01 0:01:55,225.236.103.209,15.53.28.226,37288,44992,UDP,426,21184,0.41,r2l
2024-01-01 0:01:56,165.217.146.23,74.14.53.122,61974,45293,ICMP,198,64521,8.35,Analysis
2024-01-01 0:01:57,72.160.2.205,61.247.25.192,6206,3272,UDP,267,15605,7.12,Probe
2024-01-01 0:01:58,244.110.60.147,134.218.126.158,60056,47855,ICMP,758,66592,5.98,Probe
2024-01-01 0:01:59,235.2.122.193,200.44.162.106,33859,58865,ICMP,679,10652,9.33,Fuzzers
2024-01-01 0:02:00,27.46.226.203,165.32.229.0,58014,10888,ICMP,517,94390,1.97,Exploits
2024-01-01 0:02:01,218.42.218.108,22.46.255.163,14291,18451,ICMP,720,51834,5.96,u2r
2024-01-01 0:02:02,208.242.15.186,62.241.137.143,37113,36030,ICMP,136,91699,6.11,Exploits
2024-01-01 0:02:03,219.166.222.208,191.2.69.44,30314,35154,TCP,495,22459,8.71,Worms
2024-01-01 0:02:04,169.132.66.75,28.219.137.126,47595,37773,UDP,233,57597,2.9,Exploits
2024-01-01 0:02:05,13.17.195.151,202.69.237.242,10305,24003,TCP,193,61127,6.43,u2r
2024-01-01 0:02:06,62.53.228.55,169.114.72.255,56339,60089,TCP,148,72554,9.19,r2l
2024-01-01 0:02:07,168.39.77.94,183.96.49.28,4309,47099,TCP,701,65432,6.26,Shellcode
2024-01-01 0:02:08,126.25.187.47,233.130.227.181,64315,38092,TCP,727,58703,9.06,r2l
2024-01-01 0:02:09,132.223.63.231,63.118.112.180,49112,18328,TCP,136,11270,3.17,Worms
2024-01-01 0:02:10,100.169.27.193,85.228.138.149,3761,38540,TCP,16,36035,8.08,Analysis
2024-01-01 0:02:11,240.151.57.186,126.85.123.119,36538,34126,TCP,881,45095,5.62,Probe
2024-01-01 0:02:12,133.217.9.109,99.141.12.23,15327,53364,UDP,660,17744,4.39,Reconnaissance
2024-01-01 0:02:13,27.101.248.81,10.121.26.247,52708,41432,UDP,768,76838,1.56,Analysis
2024-01-01 0:02:14,125.90.244.129,173.134.0.95,40995,30932,ICMP,635,68406,4.92,Fuzzers
2024-01-01 0:02:15,249.218.19.42,170.96.162.155,37309,32350,TCP,966,80154,4.11,u2r
2024-01-01 0:02:16,114.56.242.36,94.67.142.169,22554,41590,UDP,386,52738,2.02,Analysis
2024-01-01 0:02:17,168.167.111.145,209.164.174.232,8210,4132,UDP,247,89185,7.8,Analysis
2024-01-01 0:02:18,102.204.222.88,105.110.197.222,64881,6415,TCP,152,12549,0.51,Reconnaissance
2024-01-01 0:02:19,84.204.142.152,173.162.27.208,63264,33522,ICMP,155,67809,7.74,Reconnaissance
2024-01-01 0:02:20,76.81.165.148,205.63.68.62,43637,43390,TCP,106,81175,9.42,Shellcode
2024-01-01 0:02:21,138.77.106.116,155.25.221.180,25318,1028,TCP,122,34775,2.44,Analysis
2024-01-01 0:02:22,170.72.107.107,217.19.90.149,17283,19171,UDP,666,87351,9.98,Exploits
2024-01-01 0:02:23,200.223.255.189,25.192.24.122,16750,42370,UDP,882,45983,9.7,r2l
2024-01-01 0:02:24,84.108.157.102,235.20.16.208,63313,54452,ICMP,226,8169,4.75,Analysis
2024-01-01 0:02:25,186.40.23.107,179.150.163.65,58821,16808,TCP,585,87882,0.43,Reconnaissance
2024-01-01 0:02:26,82.119.128.192,217.45.104.188,6236,11806,ICMP,967,52053,6.5,u2r
2024-01-01 0:02:27,214.17.173.213,116.93.30.226,38566,52754,ICMP,157,51272,5.17,r2l
2024-01-01 0:02:28,243.115.3.21,184.71.133.110,55671,58180,ICMP,962,81465,9.09,Analysis
2024-01-01 0:02:29,178.67.71.234,65.238.126.224,8508,63048,UDP,749,33578,1.01,Shellcode
2024-01-01 0:02:30,67.51.3.168,67.36.115.250,53764,23914,ICMP,733,46081,8.77,Shellcode
2024-01-01 0:02:31,53.198.222.151,176.139.204.200,30669,12081,TCP,681,21855,6.92,Exploits
2024-01-01 0:02:32,198.109.9.215,153.127.192.131,53249,49523,TCP,933,86324,4.7,Reconnaissance
2024-01-01 0:02:33,50.184.90.238,222.89.229.179,64871,64491,UDP,136,74836,9.14,Normal
2024-01-01 0:02:34,81.164.253.138,206.173.54.98,40759,17663,UDP,790,18402,8.32,Normal
2024-01-01 0:02:35,68.78.81.179,8.191.217.24,2105,28656,TCP,81,79420,0.59,Reconnaissance
2024-01-01 0:02:36,69.175.214.133,136.108.65.203,22803,19385,TCP,317,23860,4.68,Probe
2024-01-01 0:02:37,238.247.107.144,152.240.201.123,6472,30640,UDP,25,71363,8.02,Probe
2024-01-01 0:02:38,223.96.27.112,238.48.72.32,57174,32219,UDP,257,78302,1.93,u2r
2024-01-01 0:02:39,219.27.219.67,148.28.183.183,8090,54781,TCP,623,49495,4.89,Normal
2024-01-01 0:02:40,239.131.113.52,158.148.9.220,16867,26106,ICMP,626,1657,9.83,r2l
2024-01-01 0:02:41,107.26.24.172,178.230.128.176,9850,62564,ICMP,1000,14761,8.17,Fuzzers
2024-01-01 0:02:42,3.147.119.193,81.223.173.151,20367,38141,ICMP,965,70969,9.25,Shellcode
2024-01-01 0:02:43,184.22.10.19,81.188.41.42,57132,1881,ICMP,445,9982,5.05,Exploits
2024-01-01 0:02:44,194.146.215.103,122.154.111.217,38871,45956,UDP,933,81491,7.76,Exploits
2024-01-01 0:02:45,95.102.147.170,203.36.81.254,36435,63605,ICMP,954,5067,9.25,Analysis
2024-01-01 0:02:46,11.139.224.14,51.31.29.87,12277,38889,TCP,999,33490,0.41,Probe
2024-01-01 0:02:47,253.138.132.82,253.43.135.94,48119,35692,UDP,177,86755,6.01,Worms
2024-01-01 0:02:48,193.73.205.93,164.218.29.9,9949,49751,UDP,347,7599,3.46,Fuzzers
2024-01-01 0:02:49,70.118.9.155,43.254.5.5,45011,61041,UDP,31,97363,3.04,Fuzzers
2024-01-01 0:02:50,157.107.17.136,4.218.228.186,35248,21283,UDP,59,5088,5.34,Worms
2024-01-01 0:02:51,46.224.243.98,80.65.56.131,27241,6115,TCP,746,90686,1.25,Probe
2024-01-01 0:02:52,63.86.215.65,61.167.72.143,18404,34887,TCP,910,40161,1.54,Worms
2024-01-01 0:02:53,137.245.92.247,215.17.181.220,23306,30628,ICMP,441,87173,8.24,DoS
2024-01-01 0:02:54,173.78.79.198,33.57.40.188,34624,7402,UDP,645,49767,7.06,Exploits
2024-01-01 0:02:55,90.160.181.246,102.239.15.35,17929,49720,TCP,61,26937,3.57,Worms
2024-01-01 0:02:56,109.153.234.31,176.127.34.196,2366,14026,ICMP,960,900,7.1,u2r
2024-01-01 0:02:57,236.240.47.216,222.192.138.198,17604,22806,UDP,667,10446,2.54,Worms
2024-01-01 0:02:58,175.168.232.242,236.136.75.79,3858,31350,ICMP,276,93725,2.64,Probe
2024-01-01 0:02:59,136.116.68.137,89.76.161.163,16026,6443,ICMP,710,34286,2.04,u2r
2024-01-01 0:03:00,119.36.84.74,146.80.140.90,37032,8428,UDP,542,23034,5.6,Reconnaissance
2024-01-01 0:03:01,209.165.92.30,133.134.137.226,48010,8496,TCP,903,17753,8.63,DoS
2024-01-01 0:03:02,229.179.86.70,74.34.6.178,50184,58652,ICMP,650,95143,4.8,u2r
2024-01-01 0:03:03,37.120.188.191,102.140.168.32,14103,58363,UDP,341,21655,5.29,Reconnaissance
2024-01-01 0:03:04,151.97.222.29,211.3.236.51,46670,57844,UDP,231,27918,8.36,u2r
2024-01-01 0:03:05,248.167.46.58,194.6.66.140,43052,39265,ICMP,628,76008,5.79,u2r
2024-01-01 0:03:06,200.189.128.253,255.86.18.222,44913,43067,TCP,920,35158,0.31,Shellcode
2024-01-01 0:03:07,144.103.245.253,12.228.39.118,15140,21179,TCP,529,60922,5.74,Reconnaissance
2024-01-01 0:03:08,207.133.221.24,115.197.93.67,59419,52979,TCP,533,14694,5.25,Normal
2024-01-01 0:03:09,252.70.96.171,204.28.107.39,31327,15281,ICMP,172,20576,2.47,DoS
2024-01-01 0:03:10,246.157.176.68,171.88.85.182,44287,39331,UDP,110,4572,7.38,r2l
2024-01-01 0:03:11,50.244.75.236,123.28.136.141,33771,41820,ICMP,712,52525,2.2,DoS
2024-01-01 0:03:12,94.170.94.137,40.137.23.192,28894,40316,ICMP,949,12014,7.56,Reconnaissance
2024-01-01 0:03:13,16.157.250.71,174.34.34.159,22777,4129,ICMP,130,53979,0.3,r2l
2024-01-01 0:03:14,54.190.218.212,38.111.179.90,14198,61263,ICMP,723,97671,4.74,u2r
2024-01-01 0:03:15,100.51.20.244,233.151.224.224,34681,51246,TCP,394,79662,1.39,Fuzzers
2024-01-01 0:03:16,203.200.77.177,38.244.124.111,34690,30396,TCP,347,97056,0.41,Probe
2024-01-01 0:03:17,31.251.125.245,155.50.196.174,18913,38577,UDP,994,67614,2.71,Analysis
2024-01-01 0:03:18,162.26.181.21,30.146.31.27,42994,46227,ICMP,610,37805,4.37,Exploits
2024-01-01 0:03:19,100.80.143.244,2.208.14.216,35053,57009,ICMP,283,21868,4.34,Probe
2024-01-01 0:03:20,45.235.204.107,63.181.61.145,58250,64327,UDP,451,51528,7.66,Backdoor
2024-01-01 0:03:21,15.150.65.79,159.149.5.167,1176,31922,ICMP,823,28844,8.21,Analysis
2024-01-01 0:03:22,234.32.186.62,84.54.247.40,24436,3925,TCP,48,32602,6.54,Exploits
2024-01-01 0:03:23,127.75.3.119,185.187.242.203,6804,18115,TCP,333,21674,6.88,Exploits
2024-01-01 0:03:24,204.250.66.132,27.33.204.137,47322,1539,TCP,763,60503,7.87,Analysis
2024-01-01 0:03:25,102.224.120.24,190.34.17.250,38261,14500,ICMP,942,88139,8.31,Shellcode
2024-01-01 0:03:26,124.81.52.40,190.68.214.38,64530,31125,ICMP,251,15477,9.7,DoS
2024-01-01 0:03:27,153.63.204.111,48.208.164.238,13945,61777,TCP,574,79040,8.55,DoS
2024-01-01 0:03:28,88.159.137.8,51.92.181.52,28518,46811,TCP,80,18356,5.75,Worms
2024-01-01 0:03:29,203.215.197.163,73.139.73.87,1105,27574,ICMP,404,59626,3.22,Fuzzers
2024-01-01 0:03:30,82.106.48.206,60.38.34.108,9978,59925,TCP,987,33194,1.84,Exploits
2024-01-01 0:03:31,22.8.222.61,37.233.106.77,19917,34585,UDP,26,64751,4.8,Reconnaissance
2024-01-01 0:03:32,28.166.180.132,235.255.197.160,45837,60446,ICMP,163,25210,9.1,Probe
2024-01-01 0:03:33,147.124.95.99,134.55.5.247,43816,64118,ICMP,150,89807,3.35,Analysis
2024-01-01 0:03:34,219.114.180.127,118.237.53.174,8160,28722,UDP,604,59696,8.52,DoS
2024-01-01 0:03:35,200.251.69.10,228.53.154.130,65432,42731,ICMP,794,41458,7.45,DoS
2024-01-01 0:03:36,117.10.252.240,109.131.20.28,19036,12890,UDP,496,54371,1.84,u2r
2024-01-01 0:03:37,63.58.64.83,85.201.108.137,3319,1582,TCP,439,72117,2.03,u2r
2024-01-01 0:03:38,139.97.71.248,164.67.203.207,57107,34713,UDP,326,26241,6.29,Backdoor
2024-01-01 0:03:39,195.165.116.220,164.100.228.83,23040,30694,TCP,533,35390,6.16,Reconnaissance
2024-01-01 0:03:40,128.95.31.2,11.1.208.8,32053,49312,ICMP,7,71828,3.84,Fuzzers
2024-01-01 0:03:41,125.188.101.55,121.76.159.33,32548,31143,UDP,225,90018,5.2,Exploits
2024-01-01 0:03:42,83.208.177.159,34.247.159.33,62202,8348,ICMP,711,8261,0.91,Probe
2024-01-01 0:03:43,211.83.252.98,251.39.47.218,5757,22800,ICMP,407,68402,1.93,Exploits
2024-01-01 0:03:44,197.14.184.216,7.155.70.22,42536,47240,UDP,562,28561,8.86,Worms
2024-01-01 0:03:45,17.99.29.248,221.22.189.106,20717,39769,UDP,292,67326,1.3,Normal
2024-01-01 0:03:46,203.3.40.65,139.95.11.176,19474,14761,ICMP,296,10685,2.33,Exploits
2024-01-01 0:03:47,3.92.236.245,84.102.197.6,57218,49027,TCP,128,74805,4.35,Backdoor
2024-01-01 0:03:48,175.180.155.82,62.172.93.15,35071,59444,UDP,642,16122,9.06,DoS
2024-01-01 0:03:49,197.121.223.229,58.164.149.106,7192,47260,TCP,229,58722,8.66,r2l
2024-01-01 0:03:50,130.25.53.180,3.195.63.65,58158,49162,ICMP,264,68948,6.26,Shellcode
2024-01-01 0:03:51,21.96.181.52,242.186.37.34,47801,9304,UDP,491,21305,2.26,Fuzzers
2024-01-01 0:03:52,49.125.69.62,2.89.2.218,10557,25092,TCP,911,57672,8.14,Fuzzers
2024-01-01 0:03:53,58.151.154.163,109.227.246.40,30233,25454,ICMP,778,48941,9.7,Fuzzers
2024-01-01 0:03:54,47.132.11.228,122.168.157.206,1925,9135,TCP,577,29506,2.14,Worms
2024-01-01 0:03:55,109.84.79.52,222.180.95.161,38950,54989,ICMP,254,32808,5.03,Shellcode
2024-01-01 0:03:56,205.52.216.136,212.142.66.113,19463,26084,UDP,451,73225,3.6,Fuzzers
2024-01-01 0:03:57,57.212.165.217,74.252.45.108,52433,57747,ICMP,359,81344,2,u2r
2024-01-01 0:03:58,72.113.86.15,104.10.186.137,13168,28688,ICMP,493,20024,6.56,Fuzzers
2024-01-01 0:03:59,172.219.200.41,29.81.112.244,43165,36501,TCP,261,16758,7.21,Fuzzers
2024-01-01 0:04:00,58.94.101.199,112.141.180.175,10376,2081,ICMP,80,58145,2.54,r2l
2024-01-01 0:04:01,248.9.251.27,237.239.216.67,48881,50567,TCP,882,69128,7.52,Fuzzers
2024-01-01 0:04:02,108.250.247.43,2.209.142.125,58262,58154,ICMP,908,80251,8.82,Backdoor
2024-01-01 0:04:03,44.15.92.147,47.177.147.227,52332,2772,UDP,85,42399,6.69,Fuzzers
2024-01-01 0:04:04,139.231.43.207,150.60.45.81,1588,19440,ICMP,225,78345,1.48,Reconnaissance
2024-01-01 0:04:05,90.241.171.134,149.195.94.89,38720,30293,UDP,73,79623,7.47,Fuzzers
2024-01-01 0:04:06,225.50.190.228,111.168.234.6,57675,47022,ICMP,471,11857,7.63,Reconnaissance
2024-01-01 0:04:07,0.65.205.85,118.184.102.111,49760,56966,ICMP,786,24130,0.79,Fuzzers
2024-01-01 0:04:08,152.199.96.65,5.198.227.173,5289,37136,TCP,38,38608,9.17,Exploits
2024-01-01 0:04:09,12.239.206.89,177.227.255.120,38658,45831,UDP,653,34197,2.06,Probe
2024-01-01 0:04:10,47.87.4.45,39.91.79.133,30822,25052,TCP,963,92885,9.17,Analysis
2024-01-01 0:04:11,52.5.49.61,208.105.150.139,18017,48303,ICMP,189,26298,9.76,Fuzzers
2024-01-01 0:04:12,215.100.207.232,193.255.24.72,41302,8738,UDP,799,810,2.38,Shellcode
2024-01-01 0:04:13,11.11.33.201,70.73.38.174,2857,61933,ICMP,969,27752,8.25,Backdoor
2024-01-01 0:04:14,86.99.189.18,97.103.131.255,60831,59707,UDP,368,3587,7.57,DoS
2024-01-01 0:04:15,51.96.182.99,110.222.172.60,17270,38680,ICMP,469,16031,6.07,Normal
2024-01-01 0:04:16,138.113.20.172,100.19.140.186,43760,58915,UDP,575,8133,6.86,DoS
2024-01-01 0:04:17,68.1.69.190,171.185.221.141,51141,48070,TCP,418,84854,5.24,Backdoor
2024-01-01 0:04:18,113.181.99.16,193.136.0.127,6051,49570,TCP,116,34832,5.99,Fuzzers
